https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full| Allergy & intolerance | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020
https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008946.pub3/full | Skin disorders | Interventions for mycosis fungoides | Arash Valipour, Manuel Jäger, Peggy Wu, Jochen Schmitt, Charles Bunch, Tobias Weberschock | 7 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009261.pub6/full | Skin disorders | Negative pressure wound therapy for surgical wounds healing by primary closure | Gill Norman, En Lin Goh, Jo C Dumville, Chunhu Shi, Zhenmi Liu, Laura Chiverton, Monica Stankiewicz, Adam Reid | 15 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009958.pub3/full | Skin disorders | Repositioning for pressure injury prevention in adults | Brigid M Gillespie, Rachel M Walker, Sharon L Latimer, Lukman Thalib, Jennifer A Whitty, Elizabeth McInnes, Wendy P Chaboyer | 2 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011941.pub2/full | Skin disorders | Indoor salt water baths followed by artificial ultraviolet B light for chronic plaque psoriasis | Frank Peinemann, Marco Harari, Sandra Peternel, Thalia Chan, David Chan, Alexander M Labeit, Thilo Gambichler | 5 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011368.pub2/full | Skin disorders | Topical azelaic acid, salicylic acid, nicotinamide, sulphur, zinc and fruit acid (alpha‐hydroxy acid) for acne | Haibo Liu, Haiyan Yu, Jun Xia, Ling Liu, Guan J Liu, Hong Sang, Frank Peinemann | 1 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012124.pub2/full | Skin disorders | Subcuticular sutures for skin closure in non‐obstetric surgery | Saori Goto, Takashi Sakamoto, Riki Ganeko, Koya Hida, Toshi A Furukawa, Yoshiharu Sakai | 9 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011154.pub2/full | Skin disorders | Topical benzoyl peroxide for acne | Zhirong Yang, Yuan Zhang, Elvira Lazic Mosler, Jing Hu, Hang Li, Yanchang Zhang, Jia Liu, Qian Zhang | 16 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001168.pub3/full | Skin disorders | Interventions for treating oral lichen planus: corticosteroid therapies | Giovanni Lodi, Maddalena Manfredi, Valeria Mercadante, Ruth Murphy, Marco Carrozzo | 28 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013128.pub2/full | Skin disorders | Interventions for chronic pruritus of unknown origin | Andrea Andrade, Chii Yang Kuah, Juliana Esther Martin‐Lopez, Shunjie Chua, Volha Shpadaruk, Gloria Sanclemente, Juan VA Franco | 25 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011377.pub2/full | Skin disorders | Hygiene and emollient interventions for maintaining skin integrity in older people in hospital and residential care settings | Fiona Cowdell, Yuri T Jadotte, Steven J Ersser, Simon Danby, Sandra Lawton, Amanda Roberts, Judith Dyson | 23 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011628.pub2/full | Skin disorders | Interventions for chronic palmoplantar pustulosis | Grace Obeid, Giao Do, Lisa Kirby, Carolyn Hughes, Emilie Sbidian, Laurence Le Cleach | 20 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001836.pub4/full | Skin disorders | Dressings and topical agents for arterial leg ulcers | Cathryn Broderick, Fania Pagnamenta, Rachel Forster | 20 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012093.pub2/full | Skin disorders | Topical and device‐based treatments for fungal infections of the toenails | Kelly Foley, Aditya K Gupta, Sarah Versteeg, Rachel Mays, Elmer Villanueva, Denny John | 16 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011535.pub3/full | Skin disorders | Systemic pharmacological treatments for chronic plaque psoriasis: a network meta‐analysis | Emilie Sbidian, Anna Chaimani, Sivem Afach, Liz Doney, Corinna Dressler, Camille Hua, Canelle Mazaud, Céline Phan, Carolyn Hughes, Dru Riddle, Luigi Naldi, Ignacio Garcia-Doval, Laurence Le Cleach | 9 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011822.pub2/full | Skin disorders | ​Primary closure versus delayed or no closure for traumatic wounds due to mammalian bite | Soumyadeep Bhaumik, Richard Kirubakaran, Sirshendu Chaudhuri | 6 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005068.pub3/full | Skin disorders | Interventions for pityriasis rosea | Jose Contreras‐Ruiz, Sandra Peternel, Carlos Jiménez Gutiérrez, Ivana Culav‐Koscak, Ludovic Reveiz, Maria de Lourdes Silbermann‐Reynoso | 30 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003871.pub3/full | Skin disorders | Interventions to reduce Staphylococcus aureus in the management of eczema | Susannah MC George, Sanja Karanovic, David A Harrison, Anjna Rani, Andrew J Birnie, Fiona J Bath‐Hextall, Jane C Ravenscroft, Hywel C Williams | 29 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004833.pub4/full | Skin disorders | Interventions for skin changes caused by nerve damage in leprosy | Liv Merete Reinar, Louise Forsetlund, Arild Bjørndal, Diana NJ Lockwood | 1 August 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013020.pub2/full | Urology | Bisphosphonates or RANK‐ligand‐inhibitors for men with prostate cancer and bone metastases: a network meta‐analysis | Tina Jakob, Yonas Mehari Tesfamariam, Sascha Macherey, Kathrin Kuhr, Anne Adams, Ina Monsef, Axel Heidenreich, Nicole Skoetz | 3 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004010.pub4/full | Urology | Pessaries (mechanical devices) for managing pelvic organ prolapse in women | Carol Bugge, Elisabeth J Adams, Deepa Gopinath, Fiona Stewart, Melanie Dembinsky, Pauline Sobiesuo, Rohna Kearney | 18 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013393.pub2/full | Urology | Alpha‐blockers after shock wave lithotripsy for renal or ureteral stones in adults | Makinna C Oestreich, Robin WM Vernooij, Niranjan J Sathianathen, Eu Chang Hwang, Gretchen M Kuntz, Alex Koziarz, Charles D Scales, Philipp Dahm | 12 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012796.pub2/full | Urology | Targeted therapy for metastatic renal cell carcinoma | Fabian Hofmann, Eu Chang Hwang, Thomas BL Lam, Axel Bex, Yuhong Yuan, Lorenzo SO Marconi, Börje Ljungberg | 14 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013641.pub2/full | Urology | Retzius‐sparing versus standard robotic‐assisted laparoscopic prostatectomy for the treatment of clinically localized prostate cancer. | Joel E Rosenberg, Jae Hung Jung, Zach Edgerton, Hunju Lee, Solam Lee, Caitlin J Bakker, Philipp Dahm | 18 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013325.pub2/full | Urology | Interventions for treating people with symptoms of bladder pain syndrome: a network meta‐analysis | Mari Imamura, Neil W Scott, Sheila A Wallace, Joseph A Ogah, Abigail A Ford, Yann A Dubos, Miriam Brazzelli | 30 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006590.pub3/full | Urology | Radical prostatectomy versus deferred treatment for localised prostate cancer | Robin WM Vernooij, Michelle Lancee, Anne Cleves, Philipp Dahm, Chris H Bangma, Katja KH Aben | 4 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002911.pub3/full | Urology | Alarm interventions for nocturnal enuresis in children | Patrina HY Caldwell, Miriam Codarini, Fiona Stewart, Deirdre Hahn, Premala Sureshkumar | 4 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013251.pub2/full | Urology | Convective radiofrequency water vapour thermal therapy for lower urinary tract symptoms in men with benign prostatic hyperplasia | Tae Wook Kang, Jae Hung Jung, Eu Chang Hwang, Michael Borofsky, Myung Ha Kim, Philipp Dahm | 25 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004292.pub4/full | Urology | Water for preventing urinary stones | Yige Bao, Xiang Tu, Qiang Wei | 11 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001754.pub5/full | Urology | Traditional suburethral sling operations for urinary incontinence in women | Lucky Saraswat, Haroon Rehman, Muhammad Imran Omar, June D Cody, Patricia Aluko, Cathryn MA Glazener | 28 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011935.pub2/full | Urology | Intravesical Bacillus Calmette‐Guérin versus mitomycin C for Ta and T1 bladder cancer | Stefanie Schmidt, Frank Kunath, Bernadette Coles, Desiree Louise Draeger, Laura‐Maria Krabbe, Rick Dersch, Samuel Kilian, Katrin Jensen, Philipp Dahm, Joerg J Meerpohl | 8 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002239.pub4/full | Urology | Laparoscopic colposuspension for urinary incontinence in women | Jawad Freites, Fiona Stewart, Muhammad Imran Omar, Atefeh Mashayekhi, Wael I Agur | 10 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009629.pub4/full | Urology | Bipolar versus monopolar transurethral resection of the prostate for lower urinary tract symptoms secondary to benign prostatic obstruction | Cameron Edwin Alexander, Malo MF Scullion, Muhammad Imran Omar, Yuhong Yuan, Charalampos Mamoulakis, James MO N'Dow, Changhao Chen, Thomas BL Lam | 3 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010784.pub3/full | Urology | Medical and surgical interventions for the treatment of urinary stones in children | Lenka Barreto, Jae Hung Jung, Ameera Abdelrahim, Munir Ahmed, Guy P C Dawkins, Marcin Kazmierski | 9 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012552.pub2/full | Urology | Pharmacological interventions for treating chronic prostatitis/chronic pelvic pain syndrome | Juan VA Franco, Tarek Turk, Jae Hung Jung, Yu‐Tian Xiao, Stanislav Iakhno, Federico Ignacio Tirapegui, Virginia Garrote, Valeria Vietto | 6 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012367.pub2/full | Urology | Conservative interventions for treating functional daytime urinary incontinence in children | Brian S Buckley, Caroline D Sanders, Loukia Spineli, Qiaoling Deng, Joey SW Kwong | 18 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009407.pub3/full | Urology | Interventions for treating recurrent stress urinary incontinence after failed minimally invasive synthetic midurethral tape surgery in women | Evangelia Bakali, Eugenie Johnson, Brian S Buckley, Paul Hilton, Ben Walker, Douglas G Tincello | 4 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011462.pub2/full | Urology | Hypofractionation for clinically localized prostate cancer | Brigid E Hickey, Melissa L James, Tiffany Daly, Feng‐Yi Soh, Mark Jeffery | 2 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003506.pub2/full | Urology | Early versus deferred standard androgen suppression therapy for advanced hormone‐sensitive prostate cancer | Frank Kunath, Katrin Jensen, Mariona Pinart, Andreas Kahlmeyer, Stefanie Schmidt, Carrie L Price, Verena Lieb, Philipp Dahm | 11 June 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012832.pub2/full | Urology | Prostatic urethral lift for the treatment of lower urinary tract symptoms in men with benign prostatic hyperplasia | Jae Hung Jung, Balaji Reddy, Karen Ann McCutcheon, Michael Borofsky, Vikram Narayan, Myung Ha Kim, Philipp Dahm | 25 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010127.pub2/full | Urology | Perioperative nutrition for the treatment of bladder cancer by radical cystectomy | Sorrel Burden, Hazel A Billson, Simon Lal, Kellie A Owen, Asif Muneer | 20 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013160.pub2/full | Urology | Single‐dose intravesical chemotherapy after nephroureterectomy for upper tract urothelial carcinoma | Eu Chang Hwang, Niranjan J Sathianathen, Jae Hung Jung, Myung Ha Kim, Philipp Dahm, Michael C Risk | 18 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013336/full | Urology | Extended versus standard lymph node dissection for urothelial carcinoma of the bladder in patients undergoing radical cystectomy | Eu Chang Hwang, Niranjan J Sathianathen, Mari Imamura, Gretchen M Kuntz, Michael C Risk, Philipp Dahm | 14 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012663.pub2/full | Urology | Prostate MRI, with or without MRI‐targeted biopsy, and systematic biopsy for detecting prostate cancer | Frank‐Jan H Drost, Daniël F Osses, Daan Nieboer, Ewout W Steyerberg, Chris H Bangma, Monique J Roobol, Ivo G Schoots | 25 April 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012826.pub2/full | Wounds | Hydrosurgical debridement versus conventional surgical debridement for acute partial‐thickness burns | Justin CR Wormald, Ryckie G Wade, Jonathan A Dunne, Declan P Collins, Abhilash Jain | 3 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008058.pub3/full | Wounds | Topical treatment for facial burns | Cornelis J Hoogewerf, M Jenda Hop, Marianne K Nieuwenhuis, Irma MMH Oen, Esther Middelkoop, Margriet E Van Baar | 29 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013031.pub2/full | Wounds | Chest ultrasonography versus supine chest radiography for diagnosis of pneumothorax in trauma patients in the emergency department | Kenneth K Chan, Daniel A Joo, Andrew D McRae, Yemisi Takwoingi, Zahra A Premji, Eddy Lang, Abel Wakai | 23 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009261.pub6/full | Wounds | Negative pressure wound therapy for surgical wounds healing by primary closure | Gill Norman, En Lin Goh, Jo C Dumville, Chunhu Shi, Zhenmi Liu, Laura Chiverton, Monica Stankiewicz, Adam Reid | 15 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009958.pub3/full | Wounds | Repositioning for pressure injury prevention in adults | Brigid M Gillespie, Rachel M Walker, Sharon L Latimer, Lukman Thalib, Jennifer A Whitty, Elizabeth McInnes, Wendy P Chaboyer | 2 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012124.pub2/full | Wounds | Subcuticular sutures for skin closure in non‐obstetric surgery | Saori Goto, Takashi Sakamoto, Riki Ganeko, Koya Hida, Toshi A Furukawa, Yoshiharu Sakai | 9 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012196.pub2/full | Wounds | Electrical stimulation for treating pressure ulcers | Mohit Arora, Lisa A Harvey, Joanne V Glinsky, Lianne Nier, Lucija Lavrencic, Annette Kifley, Ian D Cameron | 22 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001836.pub4/full | Wounds | Dressings and topical agents for arterial leg ulcers | Cathryn Broderick, Fania Pagnamenta, Rachel Forster | 20 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011822.pub2/full | Wounds | ​Primary closure versus delayed or no closure for traumatic wounds due to mammalian bite | Soumyadeep Bhaumik, Richard Kirubakaran, Sirshendu Chaudhuri | 6 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005360.pub5/full | Wounds | Prophylactic antibiotics to prevent surgical site infection after breast cancer surgery | Michael Gallagher, Daniel J Jones, Sophie V Bell‐Syer | 26 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012427.pub2/full | Wounds | Rigid dressings versus soft dressings for transtibial amputations | Li Khim Kwah, Matthew T Webb, Lina Goh, Lisa A Harvey | 17 June 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012164.pub2/full | Wounds | Subfascial endoscopic perforator surgery (SEPS) for treating venous leg ulcers | Zhiliang Caleb Lin, Paula M Loveland, Renea V Johnston, Michael Bruce, Carolina D Weller | 3 March 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006471.pub4/full | Wounds | Risk assessment tools for the prevention of pressure ulcers | Zena EH Moore, Declan Patton | 31 January 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012132.pub2/full | Wounds | Organisation of health services for preventing and treating pressure ulcers | Pauline Joyce, Zena EH Moore, Janice Christie | 9 December 2018
